תאריך פרסום,שם התכשיר,שם תכשיר באנגלית,שם החברה,סיבת העצירה,תאריך העצירה,צפי לחידוש שיווק,קבלת הודעה
,"זנטק זריקות 25 מ""ג/מ""ל",Zantac injection 25 mg/ml,"פריגו ישראל פרמצבטיקה בע""מ",סיבות תפעוליות,07.2015,07.2015,
,"קסנאגיס 0.25 מ""ג",Xanagis 0.25 mg,"פריגו ישראל פרמצבטיקה בע""מ",סיבות תפעוליות,06.2015,09.2015,
,"קסנאגיס 0.5 מ""ג",Xanagis 0.5 mg,"פריגו ישראל פרמצבטיקה בע""מ",סיבות תפעוליות,06.2015,09.2015,
,"קסנאגיס 1 מ""ג",Xanagis 1 mg,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,06.2015,עד להודעה חדשה,
,אזניל כמוסות,Azenil capsules,"מעבדות רפא בע""מ",סיבות תפעוליות,06.2015,08.2015,
,עזרקאין זריקות 2%,Esracain injections 2%,"מעבדות רפא בע""מ",סיבות תפעוליות,08.2015,02.2016,
,עזרקאין זריקות 1%,Esracain injections 1%,"אלי לילי ישראל בע""מ",סיבות תפעוליות,08.2015,02.2016,
,"זיפאדהרה 210 מ""ג",Zypadhera 210 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,11.2015,הפסקה לצמיתות,
,דורזולאמיד טבע 2%,Dorzolamide Teva 2%,"סאנופי אוונטיס ישראל בע""מ",סיבות תפעוליות,06.2015,12.2015,
,אופטיקרום טיפות עיניים,Opticrom eye drops,"מרק שארפ אנד דום (ישראל) בע""מ",סיבות תפעוליות,06.2015,חזר במלאי בתאריך 07.2015,
,אונקוטייס,Oncotice,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,06.2015,התכשיר חזר למלאי,
,אלקרן להזרקה,Alkeran injection,"דקסל בע""מ",סיבות תפעוליות,06.2015,12.2015,
,דייבונקס קרם,Daivonex cream,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,05.2016,הפסקה לצמיתות,
,"רפאגליניד טבע 0.5 מ""ג",Repaglinide Teva 0.5 mg,חברת נוברטיס פארמה סרויסס איי ג'יי,סיבות תפעוליות,06.2015,07.2015,
,"וולטרן 100 מ""ג SR",Voltaren 100 mg SR,חברת נוברטיס פארמה סרויסס איי ג'יי,סיבות מסחריות,12.2015,הפסקה לצמיתות,
,"וולטרן 50 מ""ג פתילות",Voltaren 50 mg suppositories,GlaxoSmithKline (Israel) LTD,סיבות מסחריות,10.2015,הפסקה לצמיתות,
,"אוגמנטין 250 מ""ג טבליות",Augmentin 250 mg tablets,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,06.2015,09.2015,
,"אינספרה 25 מ""ג",Inspra 25 mg,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,05.2015,11.2015,
,אונסין 1.5 גר',Unasyn 1.5 g,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,04.2016,עד להודעה חדשה,
,אונסין 3 גר',Unasyn 3 g,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,12.2015,עד להודעה חדשה,
,אפקסור 150 XR,Efexor XR 150,"דקסל בע""מ",סיבות תפעוליות,06.2015,07.2015,
,אלוריל 100,Alloril 100,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,05.2015,05.2015,
,אורבניל 2 ג',Orbenil 2 gr,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,09.2015,המוצר חזר למלאי,
,סינטומיצין 3%,Synthomicine 3%,"טבע תעשיות פרמצבטיות בע""מ",אחר,05.2015,עד להודעה חדשה,
,תריאולון,Threolone,"רפא מעבדות בע""מ",סיבות תפעוליות,05.2015,עד להודעה חדשה,
,פן-רפא וי-ק קפליות,PenRafa VK Caplets,GlaxoSmithKline (Israel) LTD,סיבות תפעוליות,05.2015,06.2015,
,אוגמנטין 1 גרם זריקות,Augmentin 1 G injection,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,05.2015,הרבעון השני של 2016,
,"פרוסטין E2 ג'ל וגינלי 1 מ""ג",Prostin E2 vaginal gel 1 mg,"אוניפארם בע""מ",סיבות תפעוליות,06.2015,07.2015,
,פלודקאט,Fludecate,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,05.2015,06.2015,
,מרקפטיזול,Mercaptizol,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,04.2015,06.2015,
,"פרפנאן 4 מ""ג",Perphenan 4 mg,"תרימה תוצרי רפואה ישראליים מעברות בע""מ",סיבות תפעוליות,04.2015,06.2015,
,קבותרים 1,Cabotrim 1,"תרימה תוצרי רפואה ישראליים מעברות בע""מ",סיבות מסחריות,09.2015,הפסקה לצמיתות,
,קבותרים 2,Cabotrim 2,"ויטאמד בע""מ",סיבות מסחריות,09.2015,הפסקה לצמיתות,
,צפוויט פורטה תרחיף,Cefovit forte suspension,"סאנופי אוונטיס ישראל בע""מ",סיבות תפעוליות,05.2015,07.2015,
,אופטיקרום טיפות עיניים,Opticrom eye drops,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,04.2015,חזר למלאי בתאריך 05.2015,
,אביטרן אמפולות,Abitren ampoules,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,04.2015,11.2015,
,"אסיול 10 מ""ג / 2 מ""ל",Assival 10 mg/ 2 ml,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,07.2015,11.2015,
,גלוואן,Glovan,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,03.2015,עד להודעה חדשה,
,פפטולייט תרחיף,Peptolite suspension,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,05.2015,09.2015,
,פינק ביסמוט תרחיף,Pink Bismuth suspension,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,04.2015,09.2015,
,"פרוברה 100 מ""ג",Provera 100 mg,"פריגו ישראל פרמצבטיקה בע""מ",סיבות מסחריות,07.2015,הפסקה לצמיתות,
,"קסנאגיס 0.5 מ""ג",Xanagis 0.5 mg,"קמהדע בע""מ",סיבות תפעוליות,03.2015,04.2015,
,אלביומין 20%,Albiomin 20%,GlaxoSmithKline (Israel) LTD,סיבות תפעוליות,03.2015,05.2015,
,קווסודיל דנטל ג'ל,Corsodyl Dental Gel,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,03.2015,05.2015,
,סינרל,Synarel,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,04.2015,09.2015,
,"ריתמקס 150 מ""ג",Rythmex 150 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,06.2015,הפסקה לצמיתות,
,"סרטרלין טבע 50 מ""ג",Sertraline Teva 50 mg,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,03.2015,עד להודעה חדשה,
,פרוסטין F2 אלפא,Prostin F2 alpha,"רפא מעבדות בע""מ",סיבות מסחריות,05.2015,הפסקה לצמיתות,
,קארדוכסין אמפולות,Cardoxin ampoules,"פריגו ישראל פרמצבטיקה בע""מ",סיבות תפעוליות,03.2015,04.2015,
,מנטקס קרם,Mentax cream,"חברת פייזר פי אף אי פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,03.2015,06.2015,
,"טריקאן 150 מ""ג קפסולות",Trican 150 mg capsules,"ג'יי סי הלת' קר בע""מ",סיבות תפעוליות,03.2015,07.2015,
,"לירינל 10 מ""ג",Lyrinel 10 mg,"ג'יי סי הלת' קר בע""מ",סיבות מסחריות,09.2015,הפסקה לצמיתות,
,"לירינל 5 מ""ג",Lyrinel 5 mg,GSK,סיבות מסחריות,09.2015,הפסקה לצמיתות,
,יומובט משחה,Eumovate ointment,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,05.2015,חזר למלאי בתאריך 04.2015,
,"אלנדרונט טבע 10 מ""ג",Alendronate Teva 10 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,08.2015,הפסקה לצמיתות,
,"אטורבסטאטין טבע 20 מ""ג",Atorvastatin Teva 20 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,02.2015,חזר למלאי בתאריך 03.2015,
,"אטורבסטאטין טבע 40 מ""ג",Atorvastatin Teva 40 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,02.2015,חזר למלאי בתאריך 05.2015,
,סאלבוטמול טבע,Salbutamol Teva,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,06.2015,הפסקה לצמיתות,
,"טולטרודין E.R טבע 4 מ""ג",Tolterodine ER Teva 4 mg,"מעבדות רפא בע""מ",סיבות תפעוליות,02.2015,07.2015,
,דיבנילין,Dibenyline,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,01.2015,עד להודעה חדשה,
,"קאברג'קט 10 מק""ג",Caverject 10 mcg,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2015,07.2015,
,"קסנאקס XR 2 מ""ג",Xanax XR 2mg,"פריגו ישראל פרמצבטיקה בע""מ",סיבות תפעוליות,02.2015,06.2015,
,"קסנאגיס 0.25 מ""ג",Xanagis 0.25 mg,"קמהדע בע""מ",סיבות תפעוליות,02.2015,03.2015,
,זנאלב 4.5,Zenalb 4.5,GSK,סיבות תפעוליות,02.2015,2016,
,"אוגמנטין 250 מ""ג טבליות",Augmentin 250 mg tablets,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,02.2015,03.2015,
,פבוקסיל 100,Favoxil 100,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,01.2015,סוף 02.2015,
,פבוקסיל 50,Favoxil 50,"מדיק-תרים בריאות בע""מ",סיבות תפעוליות,01.2015,סוף 02.2015,
,"פורוסמיד - פרזניוס 20 מ""ג/2 מ""ל",Furosemide-Fresenius 20mg/2ml,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2015,עד להודעה חדשה,
,"ליפיטור 20 מ""ג",Lipitor 20 mg,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2015,05.2015,
,"סולו-קורטף 100 מ""ג",Solu-cortef 100 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,02.2015,03.2015,
,אלפא D3 טיפות,Alpha D3 Drops,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,קיים כבר מחסור,הפסקה לצמיתות,
,"פרוסטין E2 ג'ל וגינלי 2 מ""ג",Prostin E2 vaginal gel 2 mg,"אלרגן ישראל בע""מ",סיבות תפעוליות,02.2015,06.2015,
,זיימר,Zymar,"תרימה תוצרי רפואה ישראליים מעברות בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 02.2015,
,קלובטאזול פרופיונאט - תרימה קרם,Clobetasol Propionate - Trima cream,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2015,05.2015,
,אפקסור 150 XR,Efexor XR 150,"רפא מעבדות בע""מ",סיבות תפעוליות,02.2015,חזר למלאי בתאריך 03.2015,
,תמיסת אשלגן לשתייה,Potassium oral solutiion,"דקסל בע""מ",סיבות תפעוליות,02.2015,עד הודעה חדשה,
,ורפרס 240 SR,Verapress 240 SR,"מעבדות רפא בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 02.2015,
,מודאל פורטה טבליות,Modal forte tablets,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,01.2015,02.2015,
,נורמיטן 100,Normiten 100,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 03.2015,
,נורמיטן 50,Normiten 50,"ג'יי סי הלת' קר בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 03.2015,
,"טופמקס ספרינקל 15 מ""ג כמוסות",Topamax Sprinkle 15 mg capsules,"ג'יי סי הלת' קר בע""מ",סיבות מסחריות,07.2015,הפסקה לצמיתות,
,"טופמקס ספרינקל 25 מ""ג כמוסות",Topamax Sprinkle 25 mg capsules,"ויטאמד בע""מ",סיבות מסחריות,07.2015,הפסקה לצמיתות,
,חומצה בורית,Boric acid,"ויטאמד בע""מ",סיבות תפעוליות,01.2015,07.2015,
,דתאמיצין,Dethamycin,"ויטאמד בע""מ",סיבות תפעוליות,02.2015,07.2015,
,קרונאז תרסיס לאף,Cronase nasal spray,"ויטאמד בע""מ",סיבות מסחריות,04.2015,הפסקה לצמיתות,
,צפוויט תרחיף,Cefovit suspension,"טקדה ישראל בע""מ",סיבות מסחריות,04.2015,הפסקה לצמיתות,
,"קונטרולוק 20 מ""ג",Controloc 20 mg,"טקדה ישראל בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 01.2015,
,קונטרולוק 40,Controloc 40,"תרו תעשיה רוקחית בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 01.2015,
,"פרופקס 300 מ""ג",Profex 300 mg,"מעבדות רפא בע""מ",סיבות תפעוליות,01.2015,02.2015,
,"פלדון 10 מ""ג/מ""ל",Palladone 10 mg/ml,"פארמלוג'יק בע""מ",סיבות תפעוליות,01.2015,02.2015,
,אלקסן 100,Alexan 100,"פייזר פרמצבטיקה ישראל בע""מ",סיבות מסחריות,07.2014,הפסקה לצמיתות,
,"ליפיטור 10 מ""ג",LIPITOR 10 MG,"ויטאמד בע""מ",סיבות תפעוליות,12.2014,חזר למלאי בתאריך 01.2015,
,מוקסיויט 250,Moxyvit 250,"ויטאמד בע""מ",סיבות תפעוליות,12.2014,03.2015,
,מוקסיויט פורטה 500,Moxyvit Forte 500,GSK,סיבות תפעוליות,12.2014,03.2015,
,דפוניט 10 NT,Deponit NT 10,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2015,03.2015,
,דאלאצין קרם וגינלי 2%,Dalacin 2% vaginal cream,נוברטיס פארמה סרויסס איי ג'י,סיבות תפעוליות,12.2014,חזר למלאי בתאריך 01.2015,
,"זומרה 4 מ""ג/ 5 מ""ל",Zomera 4 mg/5ml,נוברטיס פארמה סרויסס איי ג'י,סיבות תפעוליות,12.2014,חזר למלאי בתאריך 01.2015,
,"לסכול 20 מ""ג",Lescol 20 mg,נוברטיס פארמה סרויסס איי ג'י,סיבות מסחריות,03.2015,הפסקה לצמיתות,
,"לסכול 40 מ""ג",Lescol 40 mg,"מעבדות רפא בע""מ",סיבות מסחריות,04.2015,הפסקה לצמיתות,
,מ.י.ר.15,M.I.R. 15,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,10.2014,04.2015,
,דיאסרין טבע,Diacerein Teva,"פייזר פרמצבטיקה ישראל בע""מ",סיבות מסחריות,07.2015,הפסקה לצמיתות,
,"אדריבלסטינה 10 מ""ג",Adriblastina PFS 10 mg,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,12.2014,01.2015,
,"לוסטרל טבליות 100 מ""ג",Lustral tablets 100 mg,נוברטיס פארמה סרויסס איי ג'י,סיבות תפעוליות,12.2014,03.2015,
,ניטרודרם TTS 10,Nitroderm TTS 10,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,01.2015,חזר למלאי בתאריך 02.2015,
,"ריתמקס 300 מ""ג",Rythmex 300 mg,"אסטרהזניקה (ישראל) בע""מ",סיבות מסחריות,06.2015,הפסקה לצמיתות,
,וימובו,Vimovo,"טבע תעשיות פרמצבטיות בע""מ",אחר,05.2015,הפסקה לצמיתות,
,"פלוקונאזול טבע שקיות אינפוזיה 2 מ""ג/מ""ל",Fluconazole Teva Infusion Bags 2 mg/ml,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,02.2015,הפסקה לצמיתות,
,לקסיקל פורטה,Laxikal forte,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,06.2015,הפסקה לצמיתות,
,"אוקסיס טורבוהלר 9 מק""ג/מנה",Oxis turbuhaler 9 mcg/dose,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,08.2015,הפסקה לצמיתות,
,"פנדיל 10 מ""ג טבליות עם פעולה מושהית",Penedil 10 mg extended-release tablets,"טבע תעשיות פרמצבטיות בע""מ",סיבות מסחריות,06.2015,הפסקה לצמיתות,
,אולסניק,Ulsanic,"פייזר פרמצבטיקה ישראל בע""מ",סיבות מסחריות,07.2015,הפסקה לצמיתות,
,"דפו מדרול עם לידוקאין 2 מ""ל",Depo-Medrol + Lidocaine 2 ml,"כצט תעשיות כימיות בע""מ",סיבות תפעוליות,12.2014,01.2015,
,קודיביס סירופ,Codivis Syrup,GSK,סיבות תפעוליות,06.2015,12.2015,
,בוסטריקס פוליו,Boostrix Polio,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,02.2014,07.2014,
,כולסטיד,Colestid,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,12.2014,02.2015,
,אסטרציט,Estracyt,"פייזר פרמצבטיקה ישראל בע""מ",סיבות תפעוליות,01.2015,02.2015,
,"סוטנט 12.5 מ""ג",Sutent 12.5 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,01.2015,
,"אטורבסטטין טבע 20 מ""ג",Atorvastatin Teva 20 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,חזר למלאי בתאריך 01.2015,
,"אטורבסטטין טבע 40 מ""ג",Atorvastatin Teva 40 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,חזר למלאי בתאריך 01.2015,
,"אסציטאלופרם טבע 10 מ""ג",Escitalopram Teva 10mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,01.2015,
,"איקאפרס טבליות 180 מ""ג",Ikapress 180 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,לא ידוע,
,"לרקאנידיפין טבע 10 מ""ג",Lercanidipine Teva 10 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,02.2015,
,"מירטאזאפין טבע 45 מ""ג",Mirtazapine Teva 45 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,חזר למללאי בתאריך 02.2015,
,"נקסין 250 מ""ג",Naxyn 250 mg,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,01.2015,02.2015,
,"נורמיטן 25 מ""ג",Normiten 25MG,"טבע תעשיות פרמצבטיות בע""מ",סיבות תפעוליות,12.2014,חזר למלאי בתאריך 03.2015,
,"קווטיאפין טבע 25 מ""ג",Quetiapine Teva 25 mg,"פריגו ישראל סוכנויות בע""מ",סיבות תפעוליות,12.2014,01.2015,
,דואק,Duac,GSK,סיבות תפעוליות,12.2014,05.2015,
,"זופרן זריקות 2 מ""ג/מ""ל (8מ""ג/4מ""ל)",Zofran injection 2mg/ml (8mg/4ml),GSK,סיבות תפעוליות,12.2014,12.2014,
